"","date","cycle","amount","recipcode","occupation","employer","orgname","contribid"
"26779","02/26/2010",2010,2300,"DN","BANKER","GOLDMAN SACHS","Goldman Sachs","i3003516868 "
"26780","06/17/2010",2010,3000,"DP","INVESTMENT BANKER","MERRILL LYNCH","Merrill Lynch","h3001508210 "
"26781","06/09/2010",2010,1000,"DP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","k0001336635 "
"26782","06/21/2010",2010,500,"PB","VICE PRESIDENT","BB&T","","k0001126259 "
"26783","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001274212 "
"26784","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f00001230721"
"26785","06/30/2010",2010,416,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001385252 "
"26786","06/30/2010",2010,250,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","j10011791541"
"26787","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001299966 "
"26788","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h30013720231"
"26789","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","g0010658326 "
"26790","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001283332 "
"26791","06/11/2010",2010,300,"PB","SENIOR VICE PRESIDENT","BB&T","","i3003172902 "
"26792","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001299966 "
"26793","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003211233 "
"26794","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f0000170923 "
"26795","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001752861 "
"26796","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","e1110601809 "
"26797","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001284426 "
"26798","06/15/2010",2010,234,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001223461 "
"26799","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f0000170923 "
"26800","06/30/2010",2010,1000,"PI","STOCKBROKER","WELLS FARGO","Wells Fargo Advisors","U00000043321"
"26801","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001294753 "
"26802","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001383023 "
"26803","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001297758 "
"26804","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f00001230721"
"26805","06/15/2010",2010,250,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","j10011791541"
"26806","06/28/2010",2010,500,"DP","ATTORNEY","GOLDMAN SACHS","Goldman Sachs","h3001400919 "
"26807","03/27/2010",2010,1000,"RN","SALES TRADING","MORGAN STANLEY","Morgan Stanley","j10017148461"
"26808","09/26/2009",2010,1000,"RN","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","c01903269741"
"26809","02/26/2009",2010,300,"DP","BANKER","WELLS FARGO","Wells Fargo Services","h3002134759 "
"26810","03/08/2010",2010,250,"DW","EXECUTIVE","JP MORGAN","JPMorgan Chase & Co","h3002111693 "
"26811","02/23/2010",2010,500,"DN","HUMAN RESOURCES","MORGAN STANLEY","Morgan Stanley","j1001911643 "
"26812","02/24/2010",2010,1000,"DN","EXECUTIVE","MORGAN STANLEY","Morgan Stanley","f10002486851"
"26813","02/22/2010",2010,1000,"DN","BANKER","MORGAN STANLEY","Morgan Stanley","j1001350377 "
"26814","02/18/2010",2010,1000,"DN","BANKING","CITI","Citigroup Inc","f11002227951"
"26815","03/29/2010",2010,2400,"DN","FINANCE","MERRILL LYNCH","Merrill Lynch","j1001216465 "
"26816","03/02/2010",2010,1000,"DN","FINANCE PROFESSIONAL","MORGAN STANLEY","Morgan Stanley","h1001145567 "
"26817","03/31/2010",2010,1000,"DN","MANAGING DIRECTOR","MORGAN STANLEY","Morgan Stanley","f1100250053 "
"26818","06/17/2009",2010,300,"PB","BANK OFFICER","BB&T","","e1110945868A"
"26819","06/17/2010",2010,500,"DP","RETIRED","BANK OF AMERICA","Retired","j1002118782 "
"26820","06/25/2010",2010,250,"PB","VICE PRESIDENT","BB&T","","k0001437504 "
"26821","06/29/2010",2010,2400,"DN","FINANCE","GOLDMAN SACHS","[24T Contribution]","k00011465081"
"26822","06/08/2010",2010,1000,"DI","INSURANCE","WELLS FARGO","[24T Contribution]","j1002112905 "
"26823","06/29/2010",2010,250,"DN","INSURANCE","WELLS FARGO","[24T Contribution]","j1002112905 "
"26824","06/30/2010",2010,416,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001272832 "
"26825","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001284426 "
"26826","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001518178 "
"26827","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","j1001223341 "
"26828","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h30013801631"
"26829","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001383023 "
"26830","06/11/2010",2010,500,"PB","CHIEF FINANCIAL OFFICER & SENIOR VICE","BB&T","","i3003598645 "
"26831","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001666175 "
"26832","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001377510 "
"26833","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h30013720231"
"26834","06/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","j1001223341 "
"26835","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f1000640257 "
"26836","06/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003392934 "
"26837","06/15/2010",2010,416,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001385252 "
"26838","06/30/2010",2010,2400,"DN","EXECUTIVE","MORGAN STANLEY","[24T Contribution]","j1001129484 "
"26839","06/21/2010",2010,500,"DN","INVESTMENT BANKER","MORGAN STANLEY","[24T Contribution]","k0001421205 "
"26840","06/17/2010",2010,1000,"DN","INVESTMENT MANAGEMENT","MORGAN STANLEY","Morgan Stanley","i30037585861"
"26841","01/27/2010",2010,300,"RW","ANALYST","WELLS FARGO","Wells Fargo Services","k0001322792 "
"26842","06/30/2010",2010,500,"DN","BANKER","BB&T","[24T Contribution]","k00013423031"
"26843","04/26/2010",2010,9600,"RN","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","k00014248051"
"26844","06/08/2010",2010,2400,"RN","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","k00014248051"
"26845","06/29/2010",2010,1000,"DN","MANAGING DIRECTOR - INVESTMENTS","WELLS FARGO","Wells Fargo Services","a0001629692 "
"26846","04/30/2009",2010,250,"DN","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","j1001838960 "
"26847","09/18/2009",2010,300,"DN","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003512648 "
"26848","12/31/2009",2010,1500,"DN","MANAGING DIRECTOR","MORGAN STANLEY","Morgan Stanley","i30035321121"
"26849","05/05/2010",2010,1000,"DN","BANKER","JP MORGAN","JPMorgan Chase & Co","g1100811827 "
"26850","04/20/2010",2010,250,"RN","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo Services","k0002011060 "
"26851","12/03/2009",2010,250,"DN","MANAGING DIRECTOR","GOLDMAN SACHS","Goldman Sachs","f00003004971"
"26852","03/31/2010",2010,1000,"DN","MANAGING DIRECTOR","GOLDMAN SACHS","Goldman Sachs","f1000166306 "
"26853","06/24/2010",2010,2400,"DN","INTERN","GOLDMAN SACHS","[24T Contribution]","k0001289697 "
"26854","06/17/2010",2010,1000,"DN","INVESTMENT MANAGEMENT","MORGAN STANLEY","[24T Contribution]","i30037585861"
"26855","06/30/2010",2010,200,"DI","MARKETING","BANK OF AMERICA","[24T Contribution]","k0001422064 "
"26856","06/02/2010",2010,250,"DN","ATTORNEY","WELLS FARGO","[24T Contribution]","j1001875605 "
"26857","06/10/2010",2010,1000,"DL","SENIOR CHANGE MANAGER","BANK OF AMERICA","[24T Contribution]","k0001402454 "
"26858","03/22/2010",2010,1900,"RN","BANKER","MERRILL LYNCH","Merrill Lynch","j10011236771"
"26859","03/31/2010",2010,2400,"RN","TECHNOLOGY PROFESSIONAL","GOLDMAN SACHS","Goldman Sachs","j10012113141"
"26860","06/22/2010",2010,250,"DN","FINANCE - SALES","JEFFERIES","[24T Contribution]","k0001415987 "
"26861","12/27/2009",2010,2400,"DN","VP","BANK OF AMERICA","Bank of America","k0001256930 "
"26862","03/11/2010",2010,500,"DW","ACCOUNTING MANAGER","BANK OF NEW YORK MELLON","Bank of New York Mellon","h1001104513 "
"26863","05/25/2010",2010,500,"RN","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","h10013239151"
"26864","05/24/2010",2010,1000,"RW","FINANCIAL CONSULTANT","MERRILL LYNCH","Merrill Lynch","i3003400358 "
"26865","05/19/2010",2010,2400,"DN","TRADING / BANKING","BANK OF AMERICA","Bank of America","k0001372730 "
"26866","06/15/2009",2010,500,"DN","VP, FEDERAL GOVERNMENT AFFAIRS","CITI","Citigroup Inc","Y0000014067L"
"26867","06/01/2009",2010,1000,"DN","MANAGING DIRECTOR","GOLDMAN SACHS","Goldman Sachs","f1000166306 "
"26868","03/22/2010",2010,2400,"RN","BANKER","MERRILL LYNCH","Merrill Lynch","j10011236771"
"26869","03/31/2010",2010,2400,"RN","TECHNOLOGY PROFESSIONAL","GOLDMAN SACHS","Goldman Sachs","j10012113141"
"26870","03/31/2010",2010,250,"RI","SR. VP","MORGAN STANLEY","Morgan Stanley","h1001486937 "
"26871","07/12/2010",2010,300,"RP","INVESTOR","MORGAN STANLEY","Morgan Stanley","a0001187970 "
"26872","06/30/2010",2010,500,"RN","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","f1000657773 "
"26873","07/29/2010",2010,360,"PB","BUS INSURANCE AGENT","BB&T","","k0001430960 "
"26874","06/01/2010",2010,500,"RN","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","k0001422107 "
"26875","06/08/2010",2010,2400,"RN","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","k00014248051"
"26876","05/15/2009",2010,250,"DP","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","d10065532001"
"26877","05/11/2009",2010,500,"RW","BANK MANAGER","REGIONS BANK","Regions Bank","k0001130169 "
"26878","12/31/2009",2010,660,"DN","VP","BANK OF AMERICA","Bank of America","k0001256930 "
"26879","09/28/2009",2010,500,"DN","VP","MERRILL LYNCH","Merrill Lynch","h10111546871"
"26880","06/24/2009",2010,1000,"DN","FINANCE","GOLDMAN SACHS","Goldman Sachs","a0001180395 "
"26881","06/30/2009",2010,500,"RW","BANK MANAGER","REGIONS BANK","Regions Bank","k0001130169 "
"26882","03/31/2010",2010,250,"RN","BANKER","BANK OF AMERICA","Bank of America","k0001327728 "
"26883","02/11/2010",2010,1000,"RI","STOCKBROKER","WELLS FARGO","Wells Fargo Services","j10013755181"
"26884","06/26/2009",2010,500,"RN","ACCOUNTANT","WELLS FARGO","Wells Fargo Services","k0001135756 "
"26885","03/02/2010",2010,500,"RN","VICE PRESIDENT","MERRILL LYNCH","Merrill Lynch","k0001337737 "
"26886","03/26/2010",2010,250,"RN","INVESTOR","WELLS FARGO","Wells Fargo Services","k0001349210 "
"26887","03/30/2010",2010,600,"DW","EXECUTIVE VP","MERRILL LYNCH","Merrill Lynch","h10111828991"
"26888","09/29/2009",2010,1000,"RL","BANKER","BB&T","BB&T Corp","k0001206828 "
"26889","12/14/2009",2010,-2400,"RL","ATTORNEY","CITI","Citigroup Inc","k0002000805 "
"26890","12/14/2009",2010,2400,"RL","ATTORNEY","CITI","Citigroup Inc","k0002000805 "
"26891","12/30/2009",2010,1500,"RL","INVESTMENT BANKER","BANK OF AMERICA","Bank of America","k0001285484 "
"26892","12/14/2009",2010,4800,"RL","ATTORNEY","CITI","Citigroup Inc","k0002000805 "
"26893","11/19/2009",2010,250,"RL","ATTORNEY","MORGAN STANLEY","Morgan Stanley","k0002013932 "
"26894","12/06/2009",2010,900,"RL","INVESTMENT BANKER","BANK OF AMERICA","Bank of America","k0001285484 "
"26895","12/18/2009",2010,250,"RN","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","h3001344624 "
"26896","07/06/2009",2010,1000,"RP","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","f00001244531"
"26897","02/27/2010",2010,2400,"RN","MANAGING DIRECTOR","MERRILL LYNCH","Merrill Lynch","i3003707016 "
"26898","12/01/2009",2010,500,"RL","EXECUTIVE","CITI","Citigroup Inc","k0001280336 "
"26899","03/24/2010",2010,500,"RL","VICE PRESIDENT","MORGAN STANLEY","Morgan Stanley","j1001244793 "
"26900","06/22/2009",2010,300,"RN","PORTFOLIO MANAGER","MERRILL LYNCH","Merrill Lynch","k0001139909 "
"26901","03/30/2010",2010,1400,"DW","EXECUTIVE VP","MERRILL LYNCH","Merrill Lynch","h10111828991"
"26902","07/22/2010",2010,350,"PB","FINIACIAL ADVISOR","MORGAN STANLEY","","d0000748062 "
"26903","07/30/2010",2010,250,"RP","INFORMATION REQUESTED","WELLS FARGO","Wells Fargo Services","g11005650091"
"26904","05/07/2010",2010,1000,"RW","BROKER","MERRILL LYNCH","Merrill Lynch","a00002964961"
"26905","05/28/2010",2010,250,"DP","MORTGAGE CONSULTANT","WELLS FARGO","Wells Fargo Services","k0001419325 "
"26906","11/14/2009",2010,250,"RN","FINANCIAL CONSULTANT","MERRILL LYNCH","Merrill Lynch","k00012232411"
"26907","03/17/2010",2010,250,"RN","FIANCIAL CONSULTANT","MERRILL LYNCH","Merrill Lynch","k00012232411"
"26908","07/30/2009",2010,500,"DN","WEALTH MANAGEMENT","MERRILL LYNCH","Merrill Lynch","h10013610701"
"26909","12/04/2009",2010,400,"DN","WEALTH MANAGEMENT","MERRILL LYNCH","Merrill Lynch","h10013610701"
"26910","04/27/2010",2010,250,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","c0110082889 "
"26911","06/11/2009",2010,2400,"DN","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","U0000004409 "
"26912","04/13/2009",2010,500,"DN","BANKER","SVB FINANCIAL GROUP","SVB Financial Group","k0001129831 "
"26913","03/01/2010",2010,500,"RN","VICE PRESIDENT","WELLS FARGO","Wells Fargo Services","j1002459423 "
"26914","07/20/2010",2010,1000,"PB","INSTITUTIONAL INVESTMENT CONSULTANT","MERRILL LYNCH","","e1110754487 "
"26915","12/22/2009",2010,500,"RW","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo","k00013306751"
"26916","01/12/2009",2010,250,"RP","BROKER","MORGAN STANLEY","Morgan Stanley","f0000058916 "
"26917","01/15/2009",2010,250,"RP","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","j10024720651"
"26918","07/09/2010",2010,400,"PB","FINANCIAL ADVISOR","MERRILL LYNCH","","k0001445600 "
"26919","09/30/2010",2010,1000,"RW","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo","k00013306751"
"26920","03/18/2009",2010,500,"DW","BANKING","BANK OF AMERICA","Bank of America","g1100786908 "
"26921","04/29/2010",2010,250,"RW","EXECUTIVE","BNY MELLON","Bank of New York Mellon","k0001434521 "
"26922","09/30/2010",2010,1000,"RW","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo","k00013306751"
"26923","05/10/2010",2010,500,"RW","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo","k00013306751"
"26924","05/10/2010",2010,500,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","d0001004072 "
"26925","03/10/2009",2010,3000,"PI","BANKER","JP MORGAN","","h3001726978 "
"26926","06/30/2009",2010,1500,"PI","BANKER","JP MORGAN","","h3001522380 "
"26927","07/15/2010",2010,250,"DN","VICE PRESIDENT","MORGAN STANLEY","[24T Contribution]","j1001931876 "
"26928","03/05/2010",2010,250,"RW","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo","k00013306751"
"26929","06/27/2010",2010,1000,"RW","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo","k00013306751"
"26930","06/16/2010",2010,500,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","d0001004072 "
"26931","08/05/2010",2010,500,"RW","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo","k00013306751"
"26932","06/11/2009",2010,2400,"DN","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","U0000004409 "
"26933","11/20/2010",2010,-600,"RW","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo","k00013306751"
"26934","02/17/2010",2010,650,"DW","INVESTMENT MANAGER","GOLDMAN SACHS","Goldman Sachs","k0001255484 "
"26935","07/12/2010",2010,500,"DP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","k0001336635 "
"26936","07/27/2010",2010,250,"DP","MANAGING DIRECTOR - US TRUST AND MERRI","BANK OF AMERICA","Bank of America","i30038451271"
"26937","07/13/2010",2010,250,"DP","COMPUTER PROGRAMMER","JP MORGAN","JPMorgan Chase & Co","j1001702626 "
"26938","06/14/2010",2010,500,"RW","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo","k00013306751"
"26939","01/21/2010",2010,500,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","d0001004072 "
"26940","09/08/2010",2010,1000,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","d0001004072 "
"26941","05/26/2009",2010,500,"PI","STOCK BROKER","MERRILL LYNCH","","a0001041544 "
"26942","07/21/2010",2010,300,"DP","BOND SALESMAN","WELLS FARGO","Wells Fargo Services","j1001675812 "
"26943","05/15/2009",2010,1000,"DP","INVESTMENT BANKER","GOLDMAN SACHS","Goldman Sachs","h1001393147 "
"26944","06/23/2010",2010,2400,"RN","FINANCIAL ADVISOR","CITI","Citigroup Inc","k00014253121"
"26945","07/22/2010",2010,1000,"RP","GOVERNMENT AFFAIRS","GOLDMAN SACHS","Goldman Sachs","Y0000033079L"
"26946","07/21/2010",2010,250,"RW","MANAGING DIRECTOR","MORGAN STANLEY","Morgan Stanley","b00602188351"
"26947","03/16/2009",2010,300,"PI","STOCK BROKER","MERRILL LYNCH","","a0001041544 "
"26948","07/01/2010",2010,500,"PB","SVP - SENIOR VICE PRESIDENT","BANK OF AMERICA","","j1002145807 "
"26949","07/26/2010",2010,500,"RP","GOVERNMENT AFFAIRS","GOLDMAN SACHS","Goldman Sachs","Y0000033079L"
"26950","07/26/2010",2010,250,"RW","VP","PNC BANK","PNC Bank Corp","k0001447819 "
"26951","07/23/2010",2010,1000,"DP","MANAGING DIRECTOR & CO-HEAD, PRIVATE E","MORGAN STANLEY","Morgan Stanley","h1001145567 "
"26952","07/23/2010",2010,200,"DP","BANK RISK MGMT & CONSULTANT","WELLS FARGO","Wells Fargo Services","h3003553254 "
"26953","07/23/2010",2010,1000,"RW","VICE PRESIDENT","MERRILL LYNCH","Merrill Lynch","k0001424827 "
"26954","05/24/2010",2010,1000,"RN","INVESTMENT BANKER","GOLDMAN SACHS","Goldman Sachs","i3003641646@"
"26955","07/31/2010",2010,250,"DP","INFORMATION TECHNOLOGY","MORGAN STANLEY","Morgan Stanley","j19918255811"
"26956","06/18/2009",2010,500,"PB","MANAGER","GOLDMAN SACHS","","c0180496278 "
"26957","06/25/2010",2010,500,"RN","FINANCE","MORGAN STANLEY","Morgan Stanley","k0001425782 "
"26958","06/21/2010",2010,500,"DP","EXECUTIVE DIRECTOR","JP MORGAN","JPMorgan Chase & Co","b0060775588 "
"26959","05/03/2010",2010,250,"DN","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo Services","c0260381773 "
"26960","03/09/2009",2010,250,"DN","BANKER","WELLS FARGO","Wells Fargo Services","h1001221050 "
"26961","05/18/2010",2010,300,"DW","BANKER","COMERICA","Comerica Bank of Texas","h3003565394@"
"26962","06/25/2010",2010,250,"DN","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo Services","c0260381773 "
"26963","06/07/2010",2010,250,"DW","MANAGER","BANK OF AMERICA","Bank of America","d1004629090 "
"26964","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001666175 "
"26965","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001383023 "
"26966","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f00001230721"
"26967","07/30/2010",2010,234,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001223461 "
"26968","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001297758 "
"26969","07/01/2010",2010,300,"PB","SVP - SENIOR VICE PRESIDENT","BANK OF AMERICA","","k0001454716 "
"26970","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001299966 "
"26971","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k00012966891"
"26972","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f00001230721"
"26973","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003392934 "
"26974","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f0000170923 "
"26975","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h1001199308 "
"26976","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001377510 "
"26977","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001299966 "
"26978","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","e1110601809 "
"26979","07/30/2010",2010,416,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001385252 "
"26980","06/22/2010",2010,344,"DP","ATTORNEY","WELLS FARGO","Wells Fargo Services","h3001904050 "
"26981","03/09/2009",2010,1000,"DN","SENIOR VICE PRESIDENT","BANK OF AMERICA","Bank of America","j1001399081 "
"26982","06/04/2010",2010,500,"RN","BANKER","MORGAN STANLEY","Morgan Stanley","i3003946515 "
"26983","06/16/2010",2010,500,"RN","FINANCE","BANK OF AMERICA","Bank of America","j1002149112 "
"26984","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h1001199308 "
"26985","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001279390 "
"26986","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001274212 "
"26987","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k00012966891"
"26988","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001294753 "
"26989","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h30013720231"
"26990","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","j1001223341 "
"26991","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003392934 "
"26992","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001294753 "
"26993","07/15/2010",2010,416,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001385252 "
"26994","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h30013801631"
"26995","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001377510 "
"26996","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f1000640257 "
"26997","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h30013720231"
"26998","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","g0010658326 "
"26999","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001283332 "
"27000","07/15/2010",2010,234,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001223461 "
"27001","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001297758 "
"27002","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001283332 "
"27003","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003211233 "
"27004","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001383023 "
"27005","06/13/2010",2010,300,"DP","ATTORNEY","PNC BANK","PNC Bank Corp","j1002290469 "
"27006","06/30/2010",2010,230,"DP","BANKER","COMERICA","Comerica Inc","h30012774461"
"27007","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","e1110601809 "
"27008","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001666175 "
"27009","07/28/2010",2010,2000,"RP","INVESTMENT BANKER","WELLS FARGO","Wells Fargo Services","U00000036081"
"27010","09/18/2010",2010,300,"DN","SALES","MORGAN STANLEY","Morgan Stanley","g1100874611 "
"27011","04/20/2010",2010,500,"RW","INVESTMENT MANAGER","WELLS FARGO","[24T Contribution]","d10077722431"
"27012","03/19/2009",2010,250,"PI","BANKER","JP MORGAN","","f1100192963 "
"27013","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001385378 "
"27014","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003211233 "
"27015","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001518178 "
"27016","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001752861 "
"27017","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001385378 "
"27018","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f1000640257 "
"27019","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001518178 "
"27020","03/11/2009",2010,250,"DN","VICE PRESIDENT","BANK OF AMERICA","Bank of America","h3001326642 "
"27021","05/04/2009",2010,500,"DN","BANKER","WELLS FARGO","Wells Fargo Services","h1001221050 "
"27022","02/11/2010",2010,300,"DP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003823315 "
"27023","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001279390 "
"27024","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001274212 "
"27025","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","j1001223341 "
"27026","07/15/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h30013801631"
"27027","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","g0010658326 "
"27028","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f0000170923 "
